,Hotel_Name,Price,Primary_Rating,Location_Rating,Cleanliness_Rating,Service_Rating,Value_Rating,Num_Reviews,Address,Amenities
41,The Tuscany - A St Giles Signature Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,114,4.5,4.5,4.5,4.5,4.5,2499,"120 East 39th Street, New York City, NY 10016-0906","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Airport transportation', '24-hour security', 'Baggage storage', '24-hour check-in', '24-hour front desk', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service']"
42,Warwick New York ,169,4.5,5,4.5,4.5,4,5156,"65 West 54th Street, New York City, NY 10019-5404","['Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Business Center with Internet Access', 'Conference facilities', 'Baggage storage', 'Concierge', '24-hour front desk', 'Paid wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Banquet room', 'Meeting rooms', 'Non-smoking hotel', 'Doorperson', 'Dry cleaning', 'Laundry service']"
43,The Watson Hotel ,65,3.5,4.5,3.5,3.5,3.5,5346,"440 West 57th Street, New York City, NY 10019-3013","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Airport transportation', 'Business Center with Internet Access', 'Conference facilities', 'Paid private parking on-site', 'Paid private parking nearby', 'Parking garage', 'Secured parking', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Rooftop pool', 'Outdoor pool', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Vending machine', 'Taxi service', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Shops', 'ATM on site', '24-hour front desk', 'Dry cleaning', 'Ironing service']"
44,"Homewood Suites By Hilton New York/Midtown Manhattan Times Square-South, Ny ",111,4.5,4.5,4.5,4.5,4.5,3650,"312 West 37th Street, New York City, NY 10018-4208","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Breakfast available', ""Children's television networks"", 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Conference facilities', 'Rooftop terrace', 'Free internet', 'Wifi', 'Internet', 'Breakfast buffet', 'Kid-friendly buffet', 'Vending machine', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Convenience store', 'Newspaper', 'Non-smoking hotel', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Ironing service']"
45,Hilton Garden Inn New York Times Square South ,95,4.5,4.5,4.5,4.5,4.5,685,"326 W 37th St, New York City, NY 10018-4208","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Children Activities (Kid / Family Friendly)', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Secured parking', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Convenience store', 'Non-smoking hotel', 'Outdoor furniture', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
46,Citizenm New York Times Square - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,124,4.5,5,5,4.5,4.5,4771,"218 West 50th Street, New York City, NY 10019-6702","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Rooftop terrace', '24-hour security', '24-hour check-in', 'Express check-in / check-out', 'Dry cleaning', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Coffee shop', 'Breakfast available', 'Breakfast buffet', 'Snack bar', 'Special diet menus', 'Wine / champagne', 'Rooftop bar', 'Baggage storage', 'Non-smoking hotel', 'Outdoor furniture', 'Shared bathroom', 'Sun terrace', 'Laundry service', 'Ironing service']"
47,Omni Berkshire Place - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,149,4.5,5,4.5,4.5,4.5,4901,"21 E 52nd St At Madison Ave, New York City, NY 10022-5389","['Valet parking', 'Free internet', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Paid private parking on-site', 'Paid private parking nearby', 'Parking', 'Wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Makeup services', '24-hour security', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'ATM on site', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
48,Sofitel New York - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,197,4.5,5,4.5,4.5,4,7580,"45 West 44th Street, New York City, NY 10036-6613","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Highchairs available', 'Business Center with Internet Access', 'Conference facilities', 'Baggage storage', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Free wifi in the business center', 'Free wired internet in the business center', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Complimentary tea', 'Happy hour', ""Kids' meals"", 'Special diet menus', 'Wine / champagne', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Concierge', 'Non-smoking hotel', 'ATM on site', 'Butler service', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']"
49,Royalton Park Avenue ,164,4.5,4.5,4.5,4.5,4,3132,"420 Park Avenue South Corner of 29th Street, New York City, NY 10016-8403","['Secured parking', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', ""Children's television networks"", 'Highchairs available', 'Pets Allowed ( Dog / Pet Friendly )', 'Public wifi', 'Internet', 'Rooftop pool', 'Outdoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Happy hour', 'Outdoor dining area', 'Poolside bar', 'Rooftop bar', 'Strollers', 'Airport transportation', 'Conference facilities', 'Meeting rooms', 'Fax / photocopying', 'Foot bath', 'Foot massage', 'Hand massage', 'Makeup services', 'Manicure', 'Neck massage', 'Pedicure', 'Waxing services', 'Rooftop terrace', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Sun deck', 'First aid kit', 'Umbrella', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
50,Dream Downtown ,156,4.5,5,4.5,4.5,4,4267,"355 West 16th Street Near 9th Ave, New York City, NY 10011-5902","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Evening entertainment', 'Nightclub / DJ', 'Pets Allowed ( Dog / Pet Friendly )', 'Parking', 'Free internet', 'Wifi', 'Paid internet', 'Internet', 'Rooftop pool', 'Adult pool', 'Outdoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Poolside bar', 'Rooftop bar', 'Car hire', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Salon', 'Rooftop terrace', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Sun terrace', 'ATM on site', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
51,The Westin New York Grand Central ,139,4.0,4.5,4.5,4,4,5078,"212 East 42nd Street Between 2nd Ave and 3rd Ave, New York City, NY 10017-5803","['Valet parking', 'Free internet', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Paid private parking on-site', 'Wifi', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Complimentary instant cofffee', 'Snack bar', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Currency exchange', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Shops', 'ATM on site', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
52,Casablanca Hotel By Library Hotel Collection - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,217,5.0,5,5,5,4.5,6995,"147 West 43rd Street, New York City, NY 10036-6575","['Paid public parking nearby', 'Wifi', 'Bar / lounge', ""Children's television networks"", 'Highchairs available', 'Taxi service', 'Fax / photocopying', 'Baggage storage', 'Public wifi', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Happy hour', 'Wine / champagne', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
53,The Kimberly Hotel ,199,4.5,4.5,4.5,4.5,4.5,2577,"145 East 50th Street, New York City, NY 10022-9502","['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Aerobics offsite', ""Children's television networks"", 'Highchairs available', 'Valet parking', 'Paid private parking nearby', 'Parking garage', 'Secured parking', 'Street parking', 'Parking', 'Public wifi', 'Free wifi in the business center', 'Free wired internet in the business center', 'Paid wifi', 'Paid internet', 'Internet', 'Fitness / spa locker rooms', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Rooftop bar', 'Patio', 'Nightclub / DJ', 'Car hire', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Rooftop terrace', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Shops', 'Doorperson', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
54,The Time New York ,149,4.5,5,4.5,4.5,4.5,1381,"224 W 49th St, New York City, NY 10019-7405","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Children Activities (Kid / Family Friendly)', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Paid public parking nearby', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
55,The Marcel At Gramercy ,119,4.0,4.5,4.5,4.5,4,4506,"201 East 24th Street, New York City, NY 10010-3801","['Paid public parking nearby', 'Free internet', 'Bar / lounge', 'Airport transportation', 'Fax / photocopying', 'Rooftop terrace', 'Baggage storage', '24-hour check-in', 'Wifi', 'Public wifi', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Taxi service', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
56,Cambria Hotel New York - Times Square ,110,4.5,5,4.5,4.5,4.5,1237,"30 W 46th St, New York City, NY 10036-4500","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Patio', 'Business Center with Internet Access', 'Conference facilities', 'Spa', 'Valet parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Vending machine', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Convenience store', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Ironing service']"
57,The James New York - Nomad ,143,4.0,4.5,4.5,4,4,384,"22 E 29th St At Madison Ave, New York City, NY 10016-7406","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Evening entertainment', 'Board games / puzzles', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Paid private parking nearby', 'Parking garage', 'Free internet', 'Wifi', 'Public wifi', 'Paid wifi', 'Internet', 'Yoga classes', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Wine / champagne', 'Nightclub / DJ', 'Car hire', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Fax / photocopying', 'Makeup services', '24-hour security', 'Baggage storage', 'Newspaper', 'Non-smoking hotel', 'Shops', 'Doorperson', 'First aid kit', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
58,Innside By Melia New York Nomad ,106,4.5,4.5,4.5,4.5,4,3128,"132 W 27th St, New York City, NY 10001-6202","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Babysitting', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Free internet', 'Wifi', 'Public wifi', 'Paid wifi', 'Internet', 'Restaurant', 'Breakfast in the room', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']"
59,Radio City Apartments ,121,4.0,5,4.5,4,4.5,2752,"142 West 49th Street, New York City, NY 10019-6802","['Parking', 'Free High Speed Internet (WiFi)', 'Free internet', 'Vending machine', 'Fax / photocopying', '24-hour security', 'Baggage storage', '24-hour front desk', 'Wifi', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Umbrella']"
60,The Wagner At The Battery ,149,4.5,4.5,4.5,4.5,4,2932,"Two West Street, New York City, NY 10004","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycles available', 'Boating', 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Secured parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast in the room', 'Happy hour', ""Kids' meals"", 'Bicycle tours', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Photo copier / fax In business center', 'Spa', 'Massage', '24-hour security', 'Baggage storage', 'Concierge', 'Executive lounge access', 'Non-smoking hotel', 'ATM on site', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Private check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']"
61,Hotel Belleclaire ,109,4.0,4.5,4.5,4.5,4,4344,"2175 Broadway, New York City, NY 10024-6686","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Breakfast available', 'Taxi service', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Free internet', 'Wifi', 'Internet', 'Vending machine', 'Fax / photocopying', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
62,Shoreham ,94,4.0,4.5,4,4,4,2501,"33 W 55th St Just off of Fifth Avenue, New York City, NY 10019-4999","['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Babysitting', 'Airport transportation', 'Business Center with Internet Access', '24-hour security', 'Valet parking', 'Parking garage', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Vending machine', 'Taxi service', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'ATM on site', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
63,Hotel On Rivington ,140,4.0,4.5,4.5,4,4,1861,"107 Rivington St, New York City, NY 10002-2203","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Hot tub', 'Bar / lounge', 'Nightclub / DJ', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Business Center with Internet Access', 'Conference facilities', 'Meeting rooms', 'Massage', 'Salon', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'ATM on site', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
64,Ac Hotel New York Downtown ,115,4.5,4.5,5,4.5,4.5,149,"151 Maiden Ln, New York City, NY 10038-4930","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Kids stay free', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Parking', 'Free internet', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Fax / photocopying', 'Convenience store', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
